"closure_id","stable_order","source_commit","source_path","source_sha256","source_bytes","source_lines","source_alpha_token_count","closure_included","canonical_reader_reachable","canonical_reader_order","inclusion_class","inclusion_reason","source_role","source_title_locator","source_olfileid","import_count","imports_resolved_ordered","imports_unresolved","incoming_importer_count","incoming_importers","asset_dependency_count","asset_dependencies","environment_total","environment_counts","part_macro_count","chapter_macro_count","section_macro_count","definition_object_count","theorem_object_count","proposition_object_count","lemma_object_count","corollary_object_count","example_object_count","problem_object_count","proof_object_count","figure_object_count","tikz_object_count","label_count","reference_count","citation_count","math_segment_count","ar_target_path","ar_status","ar_sha256","ar_qa","fa_IR_target_path","fa_IR_status","fa_IR_sha256","fa_IR_qa","paired_acceptance"
"OLP-0174","174","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/beyond/beyond.tex","01c5b0b8dfff784fd345633ad6f9ec678b48cd6185a6912e8fc9ab317f61403e","856","36","91","true","true","174","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","chapter_driver","Beyond First-order Logic","","7","content/first-order-logic/beyond/introduction.tex|content/first-order-logic/beyond/many-sorted-logic.tex|content/first-order-logic/beyond/second-order-logic.tex|content/first-order-logic/beyond/higher-order-logic.tex|content/first-order-logic/beyond/intuitionistic-logic.tex|content/first-order-logic/beyond/modal-logics.tex|content/first-order-logic/beyond/other-logics.tex","","1","content/first-order-logic/first-order-logic.tex","0","","2","document:1|editorial:1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/first-order-logic/beyond/beyond.tex","ACCEPTED","BE963A9DBFDF072FB98D96F5ACCAEE771B049942515AC9AE022DF206C135D3C6","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/first-order-logic/beyond/beyond.tex","ACCEPTED","73917DEC0502537EF092E2A6158CD75021B4B21A6AD28CB34AFBBFDFE1B3F44D","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0175","175","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/beyond/introduction.tex","84223ddeb7093a489e9130870be10bf99d6082762db58dff7763044c3ce6039e","2558","51","385","true","true","175","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Overview","fol","0","","","1","content/first-order-logic/beyond/beyond.tex","0","","1","document:1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/first-order-logic/beyond/introduction.tex","ACCEPTED","2AA518B6DA0BBCCF5B5BAE0176AD803679F7C29DD0051967E17A1DCA3FFAF079","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/first-order-logic/beyond/introduction.tex","ACCEPTED","D4C00E78875870B9981C4309D0415A019167E46872D93F3F93CB1F82AC431E2E","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0176","176","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/beyond/many-sorted-logic.tex","00d702a1e3ddd4f8e98ddb1f01b5ddffe140ce3e32a40acad54dbe1e4ba64f98","3269","68","472","true","true","176","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Many-Sorted Logic","fol","0","","","1","content/first-order-logic/beyond/beyond.tex","0","","1","document:1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","14","locale/ar/content/first-order-logic/beyond/many-sorted-logic.tex","ACCEPTED","852409E62CDE53D7B19D4EEEDC5FAD1CE8AB00F0842F7192955BF6CDB1BF1BE6","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/first-order-logic/beyond/many-sorted-logic.tex","ACCEPTED","835F4106B594BA45FF929DC02F7798A050F9B819485B312C0D39E8BBD307BC76","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0177","177","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/beyond/second-order-logic.tex","c5a38313f00a864f10c9f7005a8f8ad4ef9ca2289690f0222f66cae6fa2af8cf","12655","246","1872","true","true","177","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Second-Order logic","fol","0","","","1","content/first-order-logic/beyond/beyond.tex","0","","4","document:1|enumerate:3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","103","locale/ar/content/first-order-logic/beyond/second-order-logic.tex","ACCEPTED","D6282105FA6D283A4EC46F43DFDF5034380C86B8C5A7DB332E210684961D8FF7","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/first-order-logic/beyond/second-order-logic.tex","ACCEPTED","74CF9B96CD1E84594F586BCFFC5DCE4D9E88D6DADAD7DF1A9D77E80944F3CFD2","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0178","178","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/beyond/higher-order-logic.tex","52968463dd9b903b6ad2bcf76b0cb5c71d222d2c439855672f5216fac8335692","6298","126","918","true","true","178","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Higher-Order logic","fol","0","","","1","content/first-order-logic/beyond/beyond.tex","0","","5","align*:1|document:1|enumerate:2|quote:1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","90","locale/ar/content/first-order-logic/beyond/higher-order-logic.tex","ACCEPTED","01FF022FD835F61E0ABA14D1E327AD2E31848EC42BE9879846E4BE5A6F3BF77B","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/first-order-logic/beyond/higher-order-logic.tex","ACCEPTED","85D2552B53010A9177AE220BD3BD5A63B6F0495B9EA8EA939481B3EBCE59CA9F","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0179","179","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/beyond/intuitionistic-logic.tex","3230d39434d6ecdbf0e6cd7e0c8b1df843b991e8e2106b1ecd91db9ea4f94cc0","10746","225","1579","true","true","179","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Intuitionistic Logic","fol","0","","","1","content/first-order-logic/beyond/beyond.tex","0","","10","align*:1|document:1|enumerate:3|proof:1|thm:4","0","0","1","0","4","0","0","0","0","0","1","0","0","0","0","0","94","locale/ar/content/first-order-logic/beyond/intuitionistic-logic.tex","ACCEPTED","D9F18E27EC7B07AC855760CE9F89A11D52E8FBC28B419BE3C7BCA8A6E3E69B63","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/first-order-logic/beyond/intuitionistic-logic.tex","ACCEPTED","FF0733F6AA24EEBEB90981C6C6A4CCBD878FC197C2ABB79649ADB5B082824F91","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0180","180","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/beyond/modal-logics.tex","3bfc4f07de2027fd339884563522915e040c5105207a857a65e2b033fef4a1d1","4379","92","637","true","true","180","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Modal Logics","fol","0","","","1","content/first-order-logic/beyond/beyond.tex","0","","4","align*:1|document:1|enumerate:1|quote:1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","36","locale/ar/content/first-order-logic/beyond/modal-logics.tex","ACCEPTED","F550955BBCDA1035D4118B4DE85F5C17DAA52AA6460EF2E25312B13D8ACE6F3E","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/first-order-logic/beyond/modal-logics.tex","ACCEPTED","47B263BCF4DA43C9F390B7E5A8C8C285F5EBB7B91E17B4E7FDB92DB62F9A8929","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0181","181","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/first-order-logic/beyond/other-logics.tex","bc7394b6a16921b5a7b2dc8129b1a6c8a2b2900dc3a30b886a06ab2028ea7691","1876","43","265","true","true","181","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Other Logics","fol","0","","","1","content/first-order-logic/beyond/beyond.tex","0","","1","document:1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/first-order-logic/beyond/other-logics.tex","ACCEPTED","B6A4B6292C8BCC190DF500CB3534D0662305A9E0E65079D310C979F2B4E3DD9D","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/first-order-logic/beyond/other-logics.tex","ACCEPTED","C81AEBE121D32FEB1812037903EFDA2E9146BA1AFFB5673C68BB8956BAB7F410","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0182","182","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/model-theory.tex","d344ffda1bed36ff693a10b8093066703e9f00ce0ca64babaea50d5a2d25613f","821","30","88","true","true","182","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","part_driver","Model Theory","","4","content/model-theory/basics/basics.tex|content/model-theory/models-of-arithmetic/models-of-arithmetic.tex|content/model-theory/interpolation/interpolation.tex|content/model-theory/lindstrom/lindstrom.tex","","1","content/content.tex","0","","2","document:1|editorial:1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/model-theory/model-theory.tex","ACCEPTED","3DA3C749F8E65E009DE03CB4E1F9558958B5433844A88BB584B96A496AFD204D","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/model-theory.tex","ACCEPTED","5D69DF84023CAF1403778DC3C097C923D688F6FBCC265B09C0B24B710E66AAE7","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0183","183","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/basics/basics.tex","dbaab317a40a064d1325f5f071b3be75c7a3fa581423f7a2551cf9f4b06873b4","436","29","25","true","true","183","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","chapter_driver","Basics of Model Theory","","7","content/model-theory/basics/reducts-and-expansions.tex|content/model-theory/basics/substructures.tex|content/model-theory/basics/overspill.tex|content/model-theory/basics/isomorphism.tex|content/model-theory/basics/theory-of-m.tex|content/model-theory/basics/partial-iso.tex|content/model-theory/basics/dlo.tex","","1","content/model-theory/model-theory.tex","0","","1","document:1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/model-theory/basics/basics.tex","ACCEPTED","231DF975C3A42894FF80F9A0A134C122818EB21498143FB7E4334E4E27697433","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/basics/basics.tex","ACCEPTED","D74C4F9EB0BF8BBE29A624C0F766EB04B210B11DCBDE4D932C361314A7DA07F8","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0184","184","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/basics/reducts-and-expansions.tex","f570b7501195fe1f9f137521c31af6e33c31c6d87d304e82649408b523aec20d","2342","68","276","true","true","184","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","mod","0","","","1","content/model-theory/basics/basics.tex","0","","7","defn:2|document:1|enumerate:1|prob:1|proof:1|prop:1","0","0","1","2","0","1","0","0","0","1","1","0","0","0","1","0","47","locale/ar/content/model-theory/basics/reducts-and-expansions.tex","ACCEPTED","D11E46D413CFE175346AF1F929120982F0F2550CBDAE9A483802F74B6BC2E932","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/basics/reducts-and-expansions.tex","ACCEPTED","F291C4BBD1E778A492AEA7D23DA8D754115E56540DE279B48555B00FE75D153D","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0185","185","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/basics/substructures.tex","2c47b8add212cb4b0f9029d4d68acb4e56e8827a7da2e44ea2c5914b2f6f27d1","1809","50","194","true","true","185","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","mod","0","","","1","content/model-theory/basics/basics.tex","0","","4","defn:1|document:1|enumerate:1|rem:1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","35","locale/ar/content/model-theory/basics/substructures.tex","ACCEPTED","EAF33CC655DB1DA31A827A95050D2F8F03D4CE473A78F3E5C79889CE54E24179","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/basics/substructures.tex","ACCEPTED","A5B52AEB08638212671375D67A4F8BA272A5DF43D15164B80AC082A468340998","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0186","186","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/basics/overspill.tex","c0bcbf30f27166ac4d28caa048c645701e64a64407184b553c37666ecdf7fbc5","1468","43","191","true","true","186","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Overspill","mod","0","","","1","content/model-theory/basics/basics.tex","0","","5","document:1|proof:2|prop:1|thm:1","0","0","1","0","1","1","0","0","0","0","2","0","0","0","1","0","19","locale/ar/content/model-theory/basics/overspill.tex","ACCEPTED","683DF6BD3D1F0D539B5EE9B91A80961B8BBB3B28D911E152E44A3B20CC332483","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/basics/overspill.tex","ACCEPTED","BAD6CCC14DB2A2B95F864CBBE4C48FFBEFF0C9892440F3746CA5278F7884085D","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0187","187","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/basics/isomorphism.tex","400ced4b63fe2ab03f95db16b1169e3bfa382ae0b4346c839c36220f51aac563","5316","132","724","true","true","187","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Isomorphic Structures","mod","0","","","1","content/model-theory/basics/basics.tex","0","","13","align:1|align*:1|defn:3|document:1|enumerate:3|prob:2|proof:1|thm:1","0","0","1","3","1","0","0","0","0","2","1","0","0","0","8","0","78","locale/ar/content/model-theory/basics/isomorphism.tex","ACCEPTED","C267C07E57B45E0DDB962F804772EE1B008F8A8B78BA4A60CC65EC6C35382796","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/basics/isomorphism.tex","ACCEPTED","9F8C3E0407DC2D588AE249D5671432D863567DB5624BDE79495DF33FC870B290","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0188","188","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/basics/theory-of-m.tex","29fadddc04faea7888457a0eb536fbbef4d9942e4076a14f9ed186b61813e7a7","2322","65","268","true","true","188","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","mod","0","","","1","content/model-theory/basics/basics.tex","0","","7","defn:1|document:1|proof:2|prop:2|rem:1","0","0","1","1","0","2","0","0","0","0","2","0","0","0","2","0","36","locale/ar/content/model-theory/basics/theory-of-m.tex","ACCEPTED","ACB69F95855CD33B9BB1F84A52972FE7FC8EDD8BEC314526B47DF4EE264EC110","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/basics/theory-of-m.tex","ACCEPTED","7B88FE442DC2F487068241AE49548C1FE2766F74A4F9D9EDD28CB93CD74D3B1A","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0189","189","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/basics/partial-iso.tex","9233c0428a52f321404fd272342e7e2ad90b16efcc7c6a0c5d766717eb739e97","9702","224","1325","true","true","189","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","mod","0","","","1","content/model-theory/basics/basics.tex","0","","22","cor:1|defn:6|document:1|enumerate:4|prob:1|proof:4|prop:1|rem:1|thm:3","0","0","1","6","3","1","0","1","0","1","4","0","0","0","3","0","212","locale/ar/content/model-theory/basics/partial-iso.tex","ACCEPTED","13D2AC1E08718252F352730F9FAEF8258E83AAC4B9AC5B7AA96E487F9E775844","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/basics/partial-iso.tex","ACCEPTED","AA71FC106040223B8424224C94BA01FE26A823916C0DD7C46873FBD8F469D43C","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0190","190","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/basics/dlo.tex","2176d8add7d120c359c3a1f83010e0dcbcfa8a70c3d7595bf87931eb67354a8a","3593","85","418","true","true","190","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","mod","0","","","1","content/model-theory/basics/basics.tex","0","","8","defn:1|document:1|enumerate:2|prob:1|proof:1|rem:1|thm:1","0","0","1","1","1","0","0","0","0","1","1","0","0","0","5","0","54","locale/ar/content/model-theory/basics/dlo.tex","ACCEPTED","66B753804A7DE8110585465D496A4806F15B6A7324EF9886AA6A7DF2CAE357A7","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/basics/dlo.tex","ACCEPTED","EF8AB626BA913BC841F4F043B941DDD0C9B07A1544821740CECCE509CE17187F","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0191","191","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/models-of-arithmetic/models-of-arithmetic.tex","3805d7a115d7d90554f1a29916190b1f050d1b5caedeb071e3226f6d38ee2100","401","25","26","true","true","191","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","chapter_driver","Models of Arithmetic","","6","content/model-theory/models-of-arithmetic/introduction.tex|content/model-theory/models-of-arithmetic/standard-models.tex|content/model-theory/models-of-arithmetic/non-standard-models.tex|content/model-theory/models-of-arithmetic/models-of-q.tex|content/model-theory/models-of-arithmetic/models-of-pa.tex|content/model-theory/models-of-arithmetic/computable-models.tex","","1","content/model-theory/model-theory.tex","0","","1","document:1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","locale/ar/content/model-theory/models-of-arithmetic/models-of-arithmetic.tex","ACCEPTED","AAD16BCA00F29314705940CF1B23CC03D7DD953D48393B0AF5C10D5F591C9C1F","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/models-of-arithmetic/models-of-arithmetic.tex","ACCEPTED","36486380BB559CFFAA2A1A8459F4208CB09DC9A633414CB5F2A9DFB3FA7B739F","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0192","192","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/models-of-arithmetic/introduction.tex","2d070e63927f9c2ea50bf5074fd6b3f15bff465398575601d3b7ed8bc9867cbb","3256","73","397","true","true","192","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","mod","0","","","1","content/model-theory/models-of-arithmetic/models-of-arithmetic.tex","0","","3","align*:2|document:1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","49","locale/ar/content/model-theory/models-of-arithmetic/introduction.tex","ACCEPTED","B4AB0F3EA99EF032F8D4D6AF0B55484CDA7AF0F2571BB06A1105FFB4668B1D21","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/models-of-arithmetic/introduction.tex","ACCEPTED","D857C9B0C951169E1D11530DC5CFE21070B312AF5BB0AC179B6D229421DE04ED","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0193","193","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/models-of-arithmetic/standard-models.tex","27e39b49bb28308233f0874de2d15ff5f33d61cc294acfa635bde0bbe4710019","8027","175","1027","true","true","193","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","Standard Models of Arithmetic","mod","0","","","1","content/model-theory/models-of-arithmetic/models-of-arithmetic.tex","0","","14","align*:1|defn:1|document:1|enumerate:1|explain:3|prob:1|proof:3|prop:3","0","0","1","1","0","3","0","0","0","1","3","0","0","0","2","0","161","locale/ar/content/model-theory/models-of-arithmetic/standard-models.tex","ACCEPTED","0DC1501C2DEB28BF56B5283D3C38F3CC7C029D1F00A332379CB7E6E6BD7C612E","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/models-of-arithmetic/standard-models.tex","ACCEPTED","F5D94A2DFF491CC5F6D8A6BB3869EA96E1ABE7AC5B3A8125461E482A1FEEE039","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0194","194","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/models-of-arithmetic/non-standard-models.tex","0895b776d3e5ded7c9695e63ec9f268dd0e096b38040c558624f4784c3024fcc","4779","116","605","true","true","194","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","mod","0","","","1","content/model-theory/models-of-arithmetic/models-of-arithmetic.tex","0","","12","align*:1|defn:1|document:1|enumerate:1|explain:3|prob:1|proof:2|prop:2","0","0","1","1","0","2","0","0","0","1","2","0","0","0","1","0","95","locale/ar/content/model-theory/models-of-arithmetic/non-standard-models.tex","ACCEPTED","5185439FDF9300F0355C3D6F94065DDB30B8348967CFE56433209BD04CFE0375","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/models-of-arithmetic/non-standard-models.tex","ACCEPTED","FCB2C4C768C455E74FA9DB9D6E570727E94D8724A418661C42CEBBC59D23860B","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
"OLP-0195","195","9620cc73f9c8e0ad003c514a5d3748f29611c4c0","content/model-theory/models-of-arithmetic/models-of-q.tex","e7f932a05807df4e416bb015cc0aac662de3fb3f0a9f8e3e0ea1a9a4f1283aa7","8047","206","972","true","true","195","canonical_complete_reader_reachable","Reached by ordered depth-first replay from content/open-logic-about.tex then content/content.tex through uncommented olimport edges.","reader_unit","","mod","0","","","1","content/model-theory/models-of-arithmetic/models-of-arithmetic.tex","0","","21","align*:5|array:5|cases:3|document:1|ex:2|explain:2|prob:3","0","0","1","0","0","0","0","0","2","3","0","0","0","0","5","0","159","locale/ar/content/model-theory/models-of-arithmetic/models-of-q.tex","ACCEPTED","6B0024532DA80CA22814F58B6FDBB8CB7EF636684B4B818304FCEA75635334FC","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","locale/fa-IR/content/model-theory/models-of-arithmetic/models-of-q.tex","ACCEPTED","23B0E7CDD99B5B71E5F0702FCA5BFD3852D264AD13F6F393B7FE43A2A93F2BE8","PASS_STATIC_SEMANTIC_BATCH_REPLAY_BUILD_DEFERRED_FOR_DEPENDENCY_CLOSURE","ACCEPTED"
